"Accession" "Description" "z_score_TPP" "p_value_TPP" "Sig_Check_TPP"
"P41939" "Isocitrate dehydrogenase [NADP] cytoplasmic [OS=Saccharomyces cerevisiae S288C]" -0.476563591963486 0.0233931882753596 "Not Significant"
"P09064" "Eukaryotic translation initiation factor 2 subunit beta [OS=Saccharomyces cerevisiae S288C]" -0.358001565611412 0.718498491196021 "Not Significant"
"Q04792" "glutamate decarboxylase [OS=Saccharomyces cerevisiae S288C]" 0.15112727838549 0.66746322172272 "Not Significant"
"P53141" "Myosin light chain 1 [OS=Saccharomyces cerevisiae S288C]" 0.222334049711965 0.642082498184082 "Not Significant"
"Q12458" "putative reductase 1 [OS=Saccharomyces cerevisiae S288C]" -0.37243213653548 0.149250303510135 "Not Significant"
"P35197" "ADP-ribosylation factor GTPase-activating protein GCS1 [OS=Saccharomyces cerevisiae S288C]" -0.405997868346505 0.328691054979498 "Not Significant"
"P29952" "mannose-6-phosphate isomerase [OS=Saccharomyces cerevisiae S288C]" 0.331471002183728 0.258725213401473 "Not Significant"
"P53912" "Uncharacterized protein YNL134C [OS=Saccharomyces cerevisiae S288C]" -0.272631948326743 0.588913625849476 "Not Significant"
"P05750" "40S ribosomal protein S3 [OS=Saccharomyces cerevisiae S288C]" 0.458401277072765 0.726859827739115 "Not Significant"
"Q99383" "Nuclear polyadenylated RNA-binding protein 4 [OS=Saccharomyces cerevisiae S288C]" -1.19148268655782 0.547685249572254 "Not Significant"
"P38934" "nuclear segregation protein Bfr1 [OS=Saccharomyces cerevisiae S288C]" 0.220263585539147 0.616406646828323 "Not Significant"
"Q06151" "M7GpppX diphosphatase [OS=Saccharomyces cerevisiae S288C]" -0.45904359735904 0.411943048578296 "Not Significant"
"P02407" "40S ribosomal protein S17-A [OS=Saccharomyces cerevisiae S288C]" 0.931718917790282 0.559163620948764 "Not Significant"
"Q06146" "Uncharacterized protein YLR257W [OS=Saccharomyces cerevisiae S288C]" 0.0279112301222847 0.914228210046266 "Not Significant"
"P38427" "Trehalose synthase complex regulatory subunit TSL1 [OS=Saccharomyces cerevisiae S288C]" -0.0577320747598248 0.899995527483768 "Not Significant"
"Q07478" "ATP-dependent RNA helicase SUB2 [OS=Saccharomyces cerevisiae S288C]" 0.427736565118807 0.274646844971735 "Not Significant"
"P06101" "Hsp90 co-chaperone Cdc37 [OS=Saccharomyces cerevisiae S288C]" -0.559059617076361 0.0480854942096036 "Not Significant"
"P53691" "Peptidyl-prolyl cis-trans isomerase CPR6 [OS=Saccharomyces cerevisiae S288C]" 0.314764036278718 0.829157896265965 "Not Significant"
"P0CX44" "60S ribosomal protein L1-B [OS=Saccharomyces cerevisiae S288C]" 0.0870309376311987 0.767765915517867 "Not Significant"
"P39522" "Dihydroxy-acid dehydratase, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.249169186128891 0.0634645928169817 "Not Significant"
"P17891" "Clathrin light chain [OS=Saccharomyces cerevisiae S288C]" -0.247579977280242 0.484349593306812 "Not Significant"
"P60010" "Actin [OS=Saccharomyces cerevisiae S288C]" -0.0819984810518305 0.908331561740991 "Not Significant"
"P38845" "Cruciform DNA-recognizing protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.294789680115869 0.422285479130188 "Not Significant"
"P47117" "actin-related protein 3 [OS=Saccharomyces cerevisiae S288C]" -0.348055760318165 0.270233889168383 "Not Significant"
"P41920" "Ran-specific GTPase-activating protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.526045261231809 0.00702856771782162 "Not Significant"
"P06106" "Homocysteine/cysteine synthase [OS=Saccharomyces cerevisiae S288C]" -0.26222001090047 0.316131034884507 "Not Significant"
"P27472" "Glycogen [starch] synthase isoform 2 [OS=Saccharomyces cerevisiae S288C]" -0.143285196263545 0.756394225060759 "Not Significant"
"P38715" "NADPH-dependent aldose reductase GRE3 [OS=Saccharomyces cerevisiae S288C]" -0.547679964491863 0.0225529612581619 "Not Significant"
"P04050" "DNA-directed RNA polymerase II subunit RPB1 [OS=Saccharomyces cerevisiae S288C]" 0.0625225148049433 0.745626610620412 "Not Significant"
"P54885" "Gamma-glutamyl phosphate reductase [OS=Saccharomyces cerevisiae S288C]" 0.135069702048235 0.455124163345784 "Not Significant"
"P08417" "fumarate hydratase, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.300108308705667 0.219720829994754 "Not Significant"
"P46680" "Actin-interacting protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.0982068838990883 0.836413639218892 "Not Significant"
"P32449" "Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited [OS=Saccharomyces cerevisiae S288C]" 0.00674811944408218 0.950586932260486 "Not Significant"
"P25373" "Glutaredoxin-1 [OS=Saccharomyces cerevisiae S288C]" -0.0846987527256741 0.796953675664318 "Not Significant"
"P47018" "Maintenance of telomere capping protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.293193988979445 0.5304119999373 "Not Significant"
"P38804" "Restriction of telomere capping protein 3 [OS=Saccharomyces cerevisiae S288C]" 0.0271020127118611 0.851344514606396 "Not Significant"
"P0C2H6" "60S ribosomal protein L27-A [OS=Saccharomyces cerevisiae S288C]" 0.115760407556515 0.833784217018028 "Not Significant"
"P38912" "eukaryotic translation initiation factor 1A [OS=Saccharomyces cerevisiae S288C]" -0.698871743748702 0.114438394206785 "Not Significant"
"P40212" "60S ribosomal protein L13-B [OS=Saccharomyces cerevisiae S288C]" -0.481755031224211 0.555536107139208 "Not Significant"
"P23639" "Proteasome subunit alpha type-2 [OS=Saccharomyces cerevisiae S288C]" 0.417605244576144 0.402342619316513 "Not Significant"
"Q01574" "acetyl-coenzyme A synthetase 1 [OS=Saccharomyces cerevisiae S288C]" 0.0745845985260759 0.412044063527877 "Not Significant"
"P36136" "sedoheptulose 1,7-bisphosphatase [OS=Saccharomyces cerevisiae S288C]" -0.300664635611134 0.366646354702109 "Not Significant"
"Q05016" "NADP-dependent 3-hydroxy acid dehydrogenase [OS=Saccharomyces cerevisiae S288C]" -0.271346271094607 0.400343475921377 "Not Significant"
"Q12189" "ribose-5-phosphate isomerase [OS=Saccharomyces cerevisiae S288C]" -0.192357329941105 0.625243867911419 "Not Significant"
"P07245" "C-1-tetrahydrofolate synthase, cytoplasmic [OS=Saccharomyces cerevisiae S288C]" 0.0190784720147807 0.917036860667514 "Not Significant"
"P0C0X0" "40S ribosomal protein S28-B [OS=Saccharomyces cerevisiae S288C]" 0.659959556009309 0.513180905842471 "Not Significant"
"P23638" "Proteasome subunit alpha type-3 [OS=Saccharomyces cerevisiae S288C]" -0.277780472945351 0.702965254569616 "Not Significant"
"P0CH09" "Ubiquitin-60S ribosomal protein L40 [OS=Saccharomyces cerevisiae S288C]" -0.23124843389314 0.643855235880772 "Not Significant"
"P48589" "40S ribosomal protein S12 [OS=Saccharomyces cerevisiae S288C]" 0.592848464095612 0.121532244378923 "Not Significant"
"Q03161" "glucose-6-phosphate 1-epimerase [OS=Saccharomyces cerevisiae S288C]" -0.571047088030282 0.345812692312126 "Not Significant"
"P16521" "elongation factor 3A [OS=Saccharomyces cerevisiae S288C]" 0.59742861117631 0.129873097040829 "Not Significant"
"P11412" "Glucose-6-phosphate 1-dehydrogenase [OS=Saccharomyces cerevisiae S288C]" -0.17811971453402 0.498569888479548 "Not Significant"
"P19262" "Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 1.50016516562095 0.159648304867088 "Not Significant"
"P48606" "Tubulin-specific chaperone A [OS=Saccharomyces cerevisiae S288C]" -0.343124244130429 0.00911467845436152 "Not Significant"
"P53849" "Zinc finger protein GIS2 [OS=Saccharomyces cerevisiae S288C]" 0.120910876459744 0.473672725061465 "Not Significant"
"Q10740" "Leukotriene A-4 hydrolase homolog [OS=Saccharomyces cerevisiae S288C]" -1.28222087524505 0.192975831835768 "Not Significant"
"P38071" "Enoyl-[acyl-carrier-protein] reductase, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.220543824035914 0.699825650682922 "Not Significant"
"P32379" "Proteasome subunit alpha type-5 [OS=Saccharomyces cerevisiae S288C]" 0.605885320579771 0.161119912499902 "Not Significant"
"Q05050" "Eisosome protein 1 [OS=Saccharomyces cerevisiae S288C]" -0.178942144154298 0.716515446374323 "Not Significant"
"P32775" "1,4-alpha-glucan-branching enzyme [OS=Saccharomyces cerevisiae S288C]" -0.32756675461919 0.483381795948886 "Not Significant"
"P53319" "6-phosphogluconate dehydrogenase, decarboxylating 2 [OS=Saccharomyces cerevisiae S288C]" 0.0137926421662863 0.97949634923267 "Not Significant"
"P40825" "alanine--tRNA ligase, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.242953129029137 0.570838326743194 "Not Significant"
"Q3E764" "Translation machinery-associated protein 7 [OS=Saccharomyces cerevisiae S288C]" -0.382770075100175 0.0571771803604974 "Not Significant"
"P14306" "carboxypeptidase Y inhibitor [OS=Saccharomyces cerevisiae S288C]" -0.478101943770524 0.559324649480488 "Not Significant"
"Q12230" "Sphingolipid long chain base-responsive protein LSP1 [OS=Saccharomyces cerevisiae S288C]" 0.880176193476275 0.292078233721175 "Not Significant"
"P25491" "Mitochondrial protein import protein MAS5 [OS=Saccharomyces cerevisiae S288C]" -0.743542002282017 0.232059916988747 "Not Significant"
"P33401" "Phosphoglucomutase 1 [OS=Saccharomyces cerevisiae S288C]" -0.286141373225755 0.6029447993554 "Not Significant"
"P33331" "nuclear transport factor 2 [OS=Saccharomyces cerevisiae S288C]" -0.356015713125712 0.54623785426465 "Not Significant"
"P48510" "Ubiquitin domain-containing protein DSK2 [OS=Saccharomyces cerevisiae S288C]" -0.404351352623055 0.571795419888418 "Not Significant"
"P40495" "Homoisocitrate dehydrogenase, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.166746345965849 0.737005717800234 "Not Significant"
"P10659" "S-adenosylmethionine synthase 1 [OS=Saccharomyces cerevisiae S288C]" -0.430143736406309 0.468795775937365 "Not Significant"
"P20081" "FK506-binding protein 1 [OS=Saccharomyces cerevisiae S288C]" 0.892174644720698 0.215246994116799 "Not Significant"
"P32836" "GTP-binding nuclear protein GSP2/CNR2 [OS=Saccharomyces cerevisiae S288C]" -0.156321081854714 0.553491071539433 "Not Significant"
"Q08412" "ubiquitin-binding protein CUE5 [OS=Saccharomyces cerevisiae S288C]" -0.370796643081708 0.67533931496772 "Not Significant"
"P38682" "ADP-ribosylation factor GTPase-activating protein GLO3 [OS=Saccharomyces cerevisiae S288C]" 0.0436112826706027 0.883040820218337 "Not Significant"
"P40093" "UPF0160 protein YER156C [OS=Saccharomyces cerevisiae S288C]" -0.521291273434916 0.203696196113829 "Not Significant"
"P33327" "NAD-specific glutamate dehydrogenase [OS=Saccharomyces cerevisiae S288C]" 0.0243806547709623 0.91124866439586 "Not Significant"
"P05373" "Delta-aminolevulinic acid dehydratase [OS=Saccharomyces cerevisiae S288C]" 0.00697467256740305 0.969938514701878 "Not Significant"
"P32263" "Pyrroline-5-carboxylate reductase [OS=Saccharomyces cerevisiae S288C]" -0.294577842562696 0.538022828469987 "Not Significant"
"Q03195" "translation initiation factor rli1 [OS=Saccharomyces cerevisiae S288C]" -0.159282593015973 0.196912681644112 "Not Significant"
"P00447" "Superoxide dismutase [Mn], mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.370283060355188 0.269747217584167 "Not Significant"
"P40037" "protein HMF1 [OS=Saccharomyces cerevisiae S288C]" -0.733461986099124 0.463073257417153 "Not Significant"
"P38431" "Eukaryotic translation initiation factor 5 [OS=Saccharomyces cerevisiae S288C]" 0.568186977364661 0.100748773006382 "Not Significant"
"P40525" "60S ribosomal protein L34-B [OS=Saccharomyces cerevisiae S288C]" -0.0329739377189743 0.967282826745769 "Not Significant"
"P17423" "homoserine kinase [OS=Saccharomyces cerevisiae S288C]" -0.32135557713734 0.493769720498295 "Not Significant"
"P20459" "eukaryotic translation initiation factor 2 subunit alpha [OS=Saccharomyces cerevisiae S288C]" 0.127799099490961 0.669711788295236 "Not Significant"
"P32599" "fimbrin [OS=Saccharomyces cerevisiae S288C]" 0.139059217289051 0.717814581621883 "Not Significant"
"P21243" "Proteasome subunit alpha type-1 [OS=Saccharomyces cerevisiae S288C]" 0.651402007584398 0.080310502281065 "Not Significant"
"Q00816" "Resistance to glucose repression protein 1 [OS=Saccharomyces cerevisiae S288C]" 0.302297013556559 0.174119028810171 "Not Significant"
"Q12178" "Cytosine deaminase [OS=Saccharomyces cerevisiae S288C]" 0.0430925357959921 0.908082717536145 "Not Significant"
"P53598" "Succinate--CoA ligase [ADP-forming] subunit alpha, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.131088378660459 0.412977066924338 "Not Significant"
"P25719" "Peptidyl-prolyl cis-trans isomerase C, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 1.2812806132055 0.516089391885219 "Not Significant"
"P38891" "Branched-chain-amino-acid aminotransferase, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.146435142769149 0.513455989452779 "Not Significant"
"Q04371" "protein-glutamate O-methyltransferase [OS=Saccharomyces cerevisiae S288C]" -0.250870321053939 0.276513585588186 "Not Significant"
"Q12305" "Thiosulfate sulfurtransferase RDL1, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.124565730138228 0.793966246413226 "Not Significant"
"P38088" "Glycine--tRNA ligase 1, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.105274966955574 0.859418893640906 "Not Significant"
"P39958" "Rab GDP-dissociation inhibitor [OS=Saccharomyces cerevisiae S288C]" -0.498945835811794 0.0251978348721341 "Not Significant"
"P01120" "Ras-like protein 2 [OS=Saccharomyces cerevisiae S288C]" -0.467529063135768 0.282274634535799 "Not Significant"
"P08524" "Farnesyl pyrophosphate synthase [OS=Saccharomyces cerevisiae S288C]" -0.875664031666986 0.0331927790711593 "Not Significant"
"P40518" "Actin-related protein 2/3 complex subunit 5 [OS=Saccharomyces cerevisiae S288C]" -0.701706955609672 0.218077629904077 "Not Significant"
"Q08220" "glutathione synthetase [OS=Saccharomyces cerevisiae S288C]" -0.0456566512297872 0.917874101020755 "Not Significant"
"P14120" "60S ribosomal protein L30 [OS=Saccharomyces cerevisiae S288C]" -1.21978920176327 0.128117229730859 "Not Significant"
"P39708" "NADP-specific glutamate dehydrogenase 2 [OS=Saccharomyces cerevisiae S288C]" 0.420491484523084 0.342660729190635 "Not Significant"
"P38625" "GMP synthase [glutamine-hydrolyzing] [OS=Saccharomyces cerevisiae S288C]" 0.446200260401589 0.0696108818478154 "Not Significant"
"P02400" "60S acidic ribosomal protein P2-beta [OS=Saccharomyces cerevisiae S288C]" -0.921708924396392 0.289899849924233 "Not Significant"
"P38616" "Protein YGP1 [OS=Saccharomyces cerevisiae S288C]" 0.267739911136826 0.760507539073954 "Not Significant"
"P15496" "isopentenyl-diphosphate delta-isomerase [OS=Saccharomyces cerevisiae S288C]" -0.234546199905375 0.258275144115931 "Not Significant"
"P07259" "Protein URA2 [OS=Saccharomyces cerevisiae S288C]" 0.504292421081133 0.152647644824456 "Not Significant"
"P31688" "trehalose-phosphatase [OS=Saccharomyces cerevisiae S288C]" 0.0379141917084999 0.92279991118422 "Not Significant"
"Q12123" "Inactive diphosphatase DCS2 [OS=Saccharomyces cerevisiae S288C]" 0.456248617846418 0.326897109006493 "Not Significant"
"P32911" "eukaryotic translation initiation factor eIF-1 [OS=Saccharomyces cerevisiae S288C]" -1.20186971639782 0.257650429407217 "Not Significant"
"P38788" "Ribosome-associated complex subunit SSZ1 [OS=Saccharomyces cerevisiae S288C]" 0.395123399651982 0.520073700336747 "Not Significant"
"P32628" "UV excision repair protein Rad23 [OS=Saccharomyces cerevisiae S288C]" 0.165006012232038 0.67208654176454 "Not Significant"
"P13298" "Orotate phosphoribosyltransferase 1 [OS=Saccharomyces cerevisiae S288C]" -0.783352289355535 0.0411437355437647 "Not Significant"
"Q06177" "Translation machinery-associated protein 10 [OS=Saccharomyces cerevisiae S288C]" 0.236019988160018 0.381388626046957 "Not Significant"
"Q01560" "Nucleolar protein 3 [OS=Saccharomyces cerevisiae S288C]" -0.0321507534823745 0.943875934949305 "Not Significant"
"P07244" "Bifunctional purine biosynthetic protein ADE5,7 [OS=Saccharomyces cerevisiae S288C]" 0.469824132599396 0.527349139945176 "Not Significant"
"P11076" "ADP-ribosylation factor 1 [OS=Saccharomyces cerevisiae S288C]" -0.323572780488318 0.672979553803464 "Not Significant"
"P06738" "glycogen phosphorylase [OS=Saccharomyces cerevisiae S288C]" -1.08080612573285 0.261225108130412 "Not Significant"
"P41807" "V-type proton ATPase subunit H [OS=Saccharomyces cerevisiae S288C]" 0.0307202554193591 0.908991404203746 "Not Significant"
"P38523" "GrpE protein homolog, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.155320440047568 0.356546048069459 "Not Significant"
"P38886" "26S proteasome regulatory subunit RPN10 [OS=Saccharomyces cerevisiae S288C]" -0.416805773544895 0.568296181990668 "Not Significant"
"P52553" "Prefoldin subunit 6 [OS=Saccharomyces cerevisiae S288C]" -0.573510969877148 0.225296139119743 "Not Significant"
"P53303" "Zinc finger protein ZPR1 [OS=Saccharomyces cerevisiae S288C]" -0.262803604218917 0.370438601113874 "Not Significant"
"P19358" "S-adenosylmethionine synthase 2 [OS=Saccharomyces cerevisiae S288C]" 0.541625118740689 0.334780742313086 "Not Significant"
"P15180" "lysine--tRNA ligase, cytoplasmic [OS=Saccharomyces cerevisiae S288C]" -0.00886085012962042 0.99356657598395 "Not Significant"
"P23337" "Glycogen [starch] synthase isoform 1 [OS=Saccharomyces cerevisiae S288C]" -0.134094990926131 0.743826280323715 "Not Significant"
"Q04894" "NADP-dependent alcohol dehydrogenase 6 [OS=Saccharomyces cerevisiae S288C]" -0.100427812814576 0.906969419671222 "Not Significant"
"P40303" "Proteasome subunit alpha type-4 [OS=Saccharomyces cerevisiae S288C]" 0.453745036586973 0.47268883400596 "Not Significant"
"P06208-1" "2-isopropylmalate synthase [OS=Saccharomyces cerevisiae S288C]" 0.223303600586569 0.142534681201074 "Not Significant"
"P31787" "acyl-CoA-binding protein [OS=Saccharomyces cerevisiae S288C]" -1.89926539357939 0.0706920750253312 "Not Significant"
"P38248" "Cell wall protein Ecm33 [OS=Saccharomyces cerevisiae S288C]" 0.04208166693157 0.898667626210088 "Not Significant"
"P00958" "Methionine--tRNA ligase, cytoplasmic [OS=Saccharomyces cerevisiae S288C]" 0.577603807737914 0.217777657164144 "Not Significant"
"Q01976" "ADP-ribose pyrophosphatase [OS=Saccharomyces cerevisiae S288C]" -0.0907583156594814 0.870479146303774 "Not Significant"
"P32588" "Nuclear and cytoplasmic polyadenylated RNA-binding protein pub1 [OS=Saccharomyces cerevisiae S288C]" 0.303325743637605 0.359640497785221 "Not Significant"
"P43582" "WW domain-containing protein WWM1 [OS=Saccharomyces cerevisiae S288C]" 0.930600129340936 0.102473381189131 "Not Significant"
"P38328" "Actin-related protein 2/3 complex subunit 1 [OS=Saccharomyces cerevisiae S288C]" -0.790231209598183 0.383693025926279 "Not Significant"
"P25349" "Flavoprotein-like protein YCP4 [OS=Saccharomyces cerevisiae S288C]" -0.612420418355286 0.0732704848102629 "Not Significant"
"P04037" "cytochrome c oxidase subunit 4, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.668638560604636 0.414115810121315 "Not Significant"
"P34227" "Mitochondrial peroxiredoxin PRX1 [OS=Saccharomyces cerevisiae S288C]" -0.23027527595821 0.338233707153924 "Not Significant"
"P40040" "Protein THO1 [OS=Saccharomyces cerevisiae S288C]" 0.266719440818476 0.54650506994452 "Not Significant"
"Q06252" "Uncharacterized protein YLR179C [OS=Saccharomyces cerevisiae S288C]" 0.17586178072784 0.698969522579703 "Not Significant"
"P23301" "Eukaryotic translation initiation factor 5A-1 [OS=Saccharomyces cerevisiae S288C]" 1.2661880795168 0.124705017954902 "Not Significant"
"P38758" "Putative oxidoreductase TDA3 [OS=Saccharomyces cerevisiae S288C]" -0.0517092818192031 0.535621668272386 "Not Significant"
"P41818" "protein GLC8 [OS=Saccharomyces cerevisiae S288C]" -0.546968998909622 0.401927773798143 "Not Significant"
"Q08971" "Protein PBDC1 homolog [OS=Saccharomyces cerevisiae S288C]" -0.229358088793898 0.360783437251788 "Not Significant"
"Q12044" "Regulator of calcineurin 2 [OS=Saccharomyces cerevisiae S288C]" 0.0730127275681475 0.870541823205111 "Not Significant"
"P53278" "Uncharacterized protein YGR130C [OS=Saccharomyces cerevisiae S288C]" -0.258566393716899 0.605221005710044 "Not Significant"
"P00498" "ATP phosphoribosyltransferase [OS=Saccharomyces cerevisiae S288C]" -0.25646940337735 0.633821114314713 "Not Significant"
"P00812" "arginase [OS=Saccharomyces cerevisiae S288C]" -1.0217878365923 0.219204078993854 "Not Significant"
"P00044" "Cytochrome c iso-1 [OS=Saccharomyces cerevisiae S288C]" 0.18436157999536 0.474889855570488 "Not Significant"
"P24280" "SEC14 cytosolic factor [OS=Saccharomyces cerevisiae S288C]" -0.446382325663406 0.575119411634179 "Not Significant"
"Q05584" "Hydroxyacylglutathione hydrolase, cytoplasmic isozyme [OS=Saccharomyces cerevisiae S288C]" -0.508321795031539 0.176742658267468 "Not Significant"
"P26783" "40S ribosomal protein S5 [OS=Saccharomyces cerevisiae S288C]" 0.0382552664853905 0.966652491565708 "Not Significant"
"Q04409" "Putative glucokinase-2 [OS=Saccharomyces cerevisiae S288C]" -0.131509891207581 0.869265187982183 "Not Significant"
"P38009" "bifunctional purine biosynthesis protein ADE17 [OS=Saccharomyces cerevisiae S288C]" -2.1728494174046 0.108150175007056 "Significant"
"P32598" "Serine/threonine-protein phosphatase PP1-2 [OS=Saccharomyces cerevisiae S288C]" -0.723130391474104 0.159944002568683 "Not Significant"
"P15873" "proliferating cell nuclear antigen [OS=Saccharomyces cerevisiae S288C]" -0.323941196688751 0.384102345074265 "Not Significant"
"P17709" "Glucokinase-1 [OS=Saccharomyces cerevisiae S288C]" -0.198943123409622 0.870192576327166 "Not Significant"
"P24031" "Constitutive acid phosphatase [OS=Saccharomyces cerevisiae S288C]" -0.154973765845291 0.68960506881752 "Not Significant"
"P01094" "Protease A inhibitor 3 [OS=Saccharomyces cerevisiae S288C]" 0.458565401301464 0.392305397620703 "Not Significant"
"P53252" "sphingolipid long chain base-responsive protein PIL1 [OS=Saccharomyces cerevisiae S288C]" 2.32663033820932 0.118064203739248 "Significant"
"P40531" "Protein GVP36 [OS=Saccharomyces cerevisiae S288C]" -1.19223926185621 0.477169945390845 "Not Significant"
"Q07505" "Putative carboxymethylenebutenolidase [OS=Saccharomyces cerevisiae S288C]" -1.30416878839956 0.324188360154778 "Not Significant"
"P54114" "Aldehyde dehydrogenase [NAD(P)+] 2 [OS=Saccharomyces cerevisiae S288C]" -0.589328186410675 0.0931316442156383 "Not Significant"
"P17695" "Glutaredoxin-2, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.0929333420234918 0.841001561558198 "Not Significant"
"P50107" "lactoylglutathione lyase [OS=Saccharomyces cerevisiae S288C]" -0.0276892130294808 0.959103187168666 "Not Significant"
"Q12109" "Tryptophan--tRNA ligase, cytoplasmic [OS=Saccharomyces cerevisiae S288C]" -3.85678311886685 0.0476969280210038 "Significant"
"Q07653" "Protein HBT1 [OS=Saccharomyces cerevisiae S288C]" -0.358636319350299 0.389766428461987 "Not Significant"
"P38986" "L-asparaginase 1 [OS=Saccharomyces cerevisiae S288C]" -0.177664274104232 0.675756977695319 "Not Significant"
"P30657" "Proteasome subunit beta type-7 [OS=Saccharomyces cerevisiae S288C]" 0.347376925658421 0.553821086771018 "Not Significant"
"P15703" "glucan 1,3-beta-glucosidase [OS=Saccharomyces cerevisiae S288C]" -0.322948844423956 0.21867461474834 "Not Significant"
"P47096" "3-hydroxyanthranilate 3,4-dioxygenase [OS=Saccharomyces cerevisiae S288C]" -0.271735409314569 0.428959858783492 "Not Significant"
"P03965" "carbamoyl-phosphate synthase arginine-specific large chain [OS=Saccharomyces cerevisiae S288C]" -0.176838795692214 0.738498842869509 "Not Significant"
"P22146" "1,3-beta-glucanosyltransferase gas1 [OS=Saccharomyces cerevisiae S288C]" -0.193586446441945 0.581491343872831 "Not Significant"
"P16474" "78 kDa glucose-regulated protein homolog [OS=Saccharomyces cerevisiae S288C]" 0.570257775555467 0.382557374573204 "Not Significant"
"P39726" "Glycine cleavage system H protein, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.404190321872489 0.748998987487882 "Not Significant"
"P28707" "Co-chaperone protein SBA1 [OS=Saccharomyces cerevisiae S288C]" -0.533369040495156 0.516333423530188 "Not Significant"
"P37303" "Low specificity L-threonine aldolase [OS=Saccharomyces cerevisiae S288C]" -0.326719349204246 0.262378151085391 "Not Significant"
"P39683" "nicotinate phosphoribosyltransferase [OS=Saccharomyces cerevisiae S288C]" 0.0185114144873949 0.871975372657824 "Not Significant"
"P00427" "Cytochrome c oxidase subunit 6, mitochondrial [OS=Saccharomyces cerevisiae S288C]" -0.671211578249115 0.199911187080077 "Not Significant"
"Q04773" "uncharacterized protein YMR074C [OS=Saccharomyces cerevisiae S288C]" -0.625099639598399 0.266792698856625 "Not Significant"
"P32905" "40S ribosomal protein S0-A [OS=Saccharomyces cerevisiae S288C]" 1.1158771680892 0.167439783042595 "Not Significant"
"P25631" "Ankyrin repeat-containing protein YCR051W [OS=Saccharomyces cerevisiae S288C]" 0.425456622403343 0.554858637222225 "Not Significant"
"P46654" "40S ribosomal protein S0-B [OS=Saccharomyces cerevisiae S288C]" 2.40281979878303 0.0271319040191381 "Significant"
"P47176" "Branched-chain-amino-acid aminotransferase, cytosolic [OS=Saccharomyces cerevisiae S288C]" -0.308263333019476 0.433186052673892 "Not Significant"
"P38174" "methionine aminopeptidase 2 [OS=Saccharomyces cerevisiae S288C]" -0.187090204232648 0.478600705957271 "Not Significant"
"P23594" "Serine/threonine-protein phosphatase PP2A-1 catalytic subunit [OS=Saccharomyces cerevisiae S288C]" -0.515684009914528 0.753652361550432 "Not Significant"
"P52286" "Suppressor of kinetochore protein 1 [OS=Saccharomyces cerevisiae S288C]" 0.464107030532799 0.0301876598723575 "Not Significant"
"P20435" "DNA-directed RNA polymerases I, II, and III subunit RPABC2 [OS=Saccharomyces cerevisiae S288C]" 0.518017307407169 0.349300065069523 "Not Significant"
"P53889" "uncharacterized mitochondrial hydrolase FMP41 [OS=Saccharomyces cerevisiae S288C]" -0.333236764373263 0.522811195361479 "Not Significant"
"P53885" "Signal transduction protein MDG1 [OS=Saccharomyces cerevisiae S288C]" -0.156942613908367 0.674620210122154 "Not Significant"
"P11353" "Oxygen-dependent coproporphyrinogen-III oxidase [OS=Saccharomyces cerevisiae S288C]" -0.220985306260839 0.759476837301635 "Not Significant"
"P05749" "60S ribosomal protein L22-A [OS=Saccharomyces cerevisiae S288C]" -0.557267498110434 0.811577807856021 "Not Significant"
"Q06440" "coronin-like protein [OS=Saccharomyces cerevisiae S288C]" -0.097106649716593 0.780898082831746 "Not Significant"
"Q08742" "Thiosulfate sulfurtransferase RDL2, mitochondrial [OS=Saccharomyces cerevisiae S288C]" 0.470522193964875 0.130923642054841 "Not Significant"
"P05319" "60S acidic ribosomal protein P2-alpha [OS=Saccharomyces cerevisiae S288C]" 0.27964860360524 0.587070831864583 "Not Significant"
"P40302" "Proteasome subunit alpha type-6 [OS=Saccharomyces cerevisiae S288C]" -0.176681281860241 0.859048134401828 "Not Significant"
"Q08225" "Probable dipeptidyl peptidase 3 [OS=Saccharomyces cerevisiae S288C]" -0.228905828838392 0.707415655821599 "Not Significant"
